(53, 40, 32, 48, 80)
(53, 44, 30, 49, 76)
(52, 47, 27, 50, 80)
(52, 48, 26, 50, 79)
(53, 50, 25, 48, 80)
(53, 51, 24, 50, 80)
(53, 51, 28, 13, 78)
(53, 46, 36, 60, 82)
(53, 46, 38, 49, 77)
(53, 45, 41, 49, 82)
(54, 44, 44, 49, 82)
(55, 41, 47, 51, 75)
(54, 36, 49, 52, 83)
(54, 29, 50, 48, 79)
(53, 19, 51, 82, 81)
(53, 12, 51, 80, 78)
(53, 9, 51, 81, 80)
(53, 6, 50, 81, 82)
(53, 5, 50, 79, 77)
(51, 5, 50, 79, 84)
(41, 8, 49, 81, 80)
(23, 15, 49, 70, 50)
(18, 19, 50, 80, -43)
(20, 16, 51, 75, -31)
(35, 8, 49, 72, -54)
(40, 6, 49, 83, 39)
(37, 8, 49, 76, 38)
(26, 10, 48, 86, 53)
(15, 19, 48, 79, 45)
(10, 24, 49, 77, -53)
(13, 19, 49, 81, -27)
(24, 12, 49, 79, -50)
(39, 6, 49, 83, -50)
(45, 6, 50, 79, 29)
(45, 7, 50, 82, 38)
(40, 8, 50, 82, 50)
(31, 14, 50, 82, 47)
(23, 24, 50, 78, 46)
(19, 28, 50, 75, -57)
(24, 27, 50, 82, 0)
(30, 26, 50, 79, 8)
(35, 26, 49, 80, 53)
(31, 32, 50, 83, 48)
(26, 41, 50, 79, 49)
(21, 47, 50, 83, 50)
(19, 50, 51, 76, 8)
(28, 47, 51, 82, 0)
(32, 46, 50, 87, 54)
(31, 48, 50, 80, 47)
(30, 50, 50, 83, 55)
(28, 52, 50, 82, 57)
(25, 53, 50, 77, 52)
(24, 55, 50, 85, 50)
(25, 55, 50, 74, 4)
(31, 53, 50, 81, 48)
(33, 53, 50, 81, 49)
(33, 53, 49, 81, 52)
(33, 53, 49, 78, 45)
(35, 53, 49, 79, 50)
(37, 53, 50, 80, 50)
(38, 52, 50, 75, 49)
(41, 52, 49, 84, 50)
(45, 51, 50, 75, 51)
(47, 49, 50, 83, 50)
(49, 46, 50, 78, 51)
(52, 43, 51, 76, 52)
(54, 39, 51, 84, 70)
(56, 36, 52, 79, 77)
(55, 32, 51, 79, 79)
(56, 29, 51, 83, 80)
(56, 23, 51, 82, 79)
(55, 17, 51, 78, 79)
(56, 11, 52, 81, 83)
(54, 9, 51, 78, 78)
(55, 6, 52, 82, 83)
(55, 6, 52, 75, 83)
(54, 5, 52, 80, 78)
(54, 5, 52, 78, 80)
(53, 6, 52, 83, 81)
(54, 7, 51, 81, 82)
(53, 13, 48, 78, 81)
(53, 19, 44, 51, 74)
(53, 25, 38, 54, 82)
(53, 32, 31, 49, 80)
