(35, 6, 4, -46, 78)
(32, 8, 5, -43, 67)
(19, 16, 7, -44, 78)
(15, 21, 10, 84, -57)
(17, 22, 7, 57, -32)
(28, 18, 5, 81, -51)
(40, 16, 5, -44, 79)
(40, 22, 4, -38, 60)
(30, 36, 4, -48, 76)
(23, 49, 9, -7, 73)
(25, 53, 13, 84, 4)
(34, 56, 13, 8, 80)
(48, 55, 22, 0, 80)
(55, 53, 35, 2, 81)
(55, 50, 41, 60, 82)
(55, 47, 44, 49, 78)
(54, 42, 46, 50, 80)
(53, 37, 47, 51, 76)
(53, 33, 48, 50, 75)
(53, 28, 49, 51, 80)
(52, 25, 50, 54, 81)
(52, 21, 49, 82, 85)
(52, 20, 49, 48, 75)
(51, 15, 49, 49, 84)
(50, 12, 48, 49, 73)
(51, 9, 48, 48, 88)
(51, 7, 48, 46, 78)
(51, 6, 48, 52, 91)
(52, 5, 48, 51, 78)
(52, 5, 48, 52, 80)
(52, 5, 48, 48, 83)
(53, 7, 49, 45, 83)
(53, 10, 49, 50, 82)
(52, 12, 49, 53, 79)
(53, 19, 49, 50, 80)
(51, 27, 48, 48, 80)
(49, 36, 49, 53, 78)
(46, 41, 49, 78, 50)
(47, 40, 49, 81, 52)
(48, 40, 49, 80, 51)
(48, 40, 49, 75, 52)
(49, 39, 49, 82, 50)
(49, 37, 49, 80, 52)
(50, 35, 49, 82, 50)
(50, 35, 49, 56, 78)
(48, 41, 49, 52, 77)
(45, 43, 49, 82, 54)
(46, 43, 49, 76, 52)
(47, 42, 49, 76, 50)
(48, 43, 51, 79, 51)
(51, 37, 50, 81, 49)
(51, 38, 50, 86, 79)
(49, 38, 49, 81, 79)
(49, 38, 49, 77, 47)
(50, 35, 50, 78, 52)
(50, 35, 50, 52, 74)
(50, 40, 50, 84, 83)
(48, 42, 49, 76, 80)
(48, 41, 49, 78, 53)
(49, 39, 49, 81, 49)
(50, 35, 49, 79, 53)
(50, 33, 49, 53, 73)
(49, 37, 50, 52, 73)
(49, 38, 49, 76, 47)
(50, 33, 49, 78, 52)
(50, 30, 49, 48, 73)
(50, 33, 49, 52, 74)
(49, 36, 49, 53, 86)
(49, 38, 49, 74, 56)
(51, 32, 50, 80, 52)
(51, 27, 49, 83, 88)
(52, 26, 49, 51, 77)
(51, 27, 49, 49, 77)
(51, 29, 49, 49, 83)
(51, 29, 49, 85, 82)
(51, 28, 49, 49, 77)
(51, 28, 49, 49, 76)
(51, 29, 49, 51, 78)
(53, 30, 51, 53, 80)
(53, 28, 52, 79, 88)
(53, 20, 51, 81, 79)
(53, 13, 51, 75, 78)
(54, 8, 51, 81, 77)
(53, 5, 50, 80, 82)
(53, 5, 50, 80, 83)
(54, 5, 51, 83, 79)
(53, 8, 47, 78, 77)
(53, 17, 38, 50, 74)
(53, 22, 31, 51, 80)
(53, 29, 23, 49, 78)
(53, 34, 19, 17, 77)
(53, 33, 19, 3, 77)
(52, 29, 22, 2, 80)
(51, 25, 24, 25, 81)
(51, 23, 27, 7, 75)
(52, 24, 25, 51, 85)
(52, 29, 19, 47, 74)
(52, 32, 16, 15, 76)
(52, 29, 19, 0, 81)
(52, 25, 22, 3, 83)
(52, 25, 22, 31, 83)
(53, 25, 22, 4, 77)
(53, 22, 26, 0, 84)
(53, 25, 23, 56, 82)
(53, 29, 20, 11, 74)
(54, 25, 24, 0, 81)
(54, 23, 26, 3, 80)
(55, 28, 22, 55, 86)
(55, 32, 18, 13, 69)
(54, 28, 22, 0, 80)
(54, 25, 25, 3, 82)
(53, 29, 20, 62, 82)
(54, 33, 17, 17, 77)
(54, 29, 20, 0, 78)
(54, 25, 23, 0, 81)
(54, 23, 25, 41, 81)
(54, 28, 18, 51, 83)
(54, 32, 14, 7, 77)
(54, 28, 17, 0, 77)
(54, 25, 20, 0, 84)
(54, 22, 21, 36, 80)
(54, 23, 19, -50, 80)
(55, 17, 25, -34, 79)
(55, 13, 27, 62, 78)
(55, 14, 24, 43, 83)
(54, 15, 22, -65, 79)
(53, 10, 28, -32, 80)
(54, 8, 31, 42, 80)
(53, 10, 28, 46, 82)
(54, 13, 21, 44, 82)
(54, 16, 17, -71, 73)
(53, 12, 22, -33, 84)
(53, 7, 32, -49, 78)
(55, 6, 39, 41, 78)
(54, 6, 37, 46, 78)
(54, 8, 28, 43, 80)
(55, 13, 19, 52, 82)
(56, 17, 15, -54, 80)
(55, 14, 22, -33, 79)
(55, 8, 34, -52, 83)
(56, 6, 41, 42, 76)
(55, 6, 40, 44, 83)
(55, 9, 31, 47, 78)
(55, 14, 24, 50, 83)
(56, 17, 22, -48, 81)
(56, 12, 26, -35, 82)
(56, 10, 31, 40, 81)
(55, 12, 31, 44, 80)
(55, 17, 24, 47, 81)
(55, 19, 22, -62, 79)
(55, 14, 29, -34, 78)
(56, 11, 35, 58, 85)
(55, 12, 34, 40, 80)
(53, 17, 27, 49, 83)
(54, 24, 21, 50, 81)
(54, 26, 19, -71, 74)
(54, 23, 22, 5, 84)
(55, 21, 26, -56, 78)
(53, 15, 33, 53, 82)
(52, 15, 31, 39, 77)
(51, 20, 27, 51, 82)
(52, 27, 21, 50, 77)
(52, 31, 19, 4, 75)
(51, 28, 22, 2, 83)
(51, 25, 25, 14, 77)
(51, 30, 22, 56, 86)
(51, 33, 20, 5, 72)
(51, 30, 24, 0, 86)
(51, 26, 29, 4, 77)
(50, 28, 26, 64, 87)
(51, 37, 20, 46, 80)
(51, 39, 19, 4, 75)
(51, 34, 24, -2, 82)
(51, 30, 28, 23, 81)
(51, 33, 24, 46, 81)
(51, 34, 24, 5, 79)
(51, 29, 29, 0, 75)
(50, 30, 28, 55, 84)
(50, 36, 22, 47, 82)
(50, 37, 22, 15, 73)
(50, 33, 26, 0, 82)
(51, 33, 27, 55, 86)
(50, 40, 21, 52, 77)
(50, 41, 20, 16, 76)
(51, 37, 25, 0, 77)
(51, 36, 27, 59, 87)
(51, 41, 22, 50, 77)
(51, 42, 21, 8, 79)
(51, 37, 28, 0, 80)
(51, 35, 29, 57, 85)
(51, 40, 25, 50, 79)
(52, 44, 22, 51, 80)
(52, 44, 23, 8, 72)
(52, 40, 29, 0, 76)
(52, 39, 32, 60, 87)
(50, 42, 29, 49, 79)
(51, 45, 27, 48, 79)
(52, 48, 25, 50, 81)
(51, 48, 23, 47, 79)
(51, 48, 27, 14, 80)
(51, 45, 34, 58, 82)
(52, 47, 34, 51, 84)
(52, 47, 36, 49, 82)
(52, 47, 36, 53, 81)
(53, 47, 39, 49, 78)
(54, 46, 41, 53, 80)
(53, 44, 44, 51, 79)
(53, 39, 47, 51, 83)
(53, 28, 50, 46, 78)
(53, 21, 51, 50, 81)
(53, 14, 50, 79, 80)
(53, 8, 50, 78, 80)
(53, 6, 50, 80, 82)
(53, 5, 50, 76, 80)
(50, 6, 50, 77, 80)
(41, 8, 50, 81, 77)
(23, 17, 50, 73, 47)
(15, 22, 51, 77, -39)
(17, 18, 51, 81, -36)
(30, 9, 50, 79, -54)
(37, 8, 51, 78, 54)
(32, 8, 50, 83, 40)
(22, 13, 49, 78, 46)
(17, 15, 49, 78, -55)
(22, 12, 49, 84, -30)
(33, 7, 49, 79, -55)
(41, 6, 49, 82, 53)
(38, 7, 49, 78, 41)
(29, 11, 49, 80, 47)
(20, 18, 49, 74, 46)
(16, 22, 49, 71, -58)
(25, 17, 49, 81, -32)
(30, 15, 50, 77, 44)
(31, 17, 50, 88, 41)
(25, 25, 49, 83, 48)
(17, 36, 49, 83, 50)
(15, 41, 50, 76, 8)
(22, 39, 50, 77, 0)
(28, 38, 50, 79, 3)
(29, 40, 50, 86, 61)
(22, 48, 51, 78, 49)
(21, 50, 51, 79, 16)
(30, 46, 50, 81, 3)
(34, 45, 49, 80, 60)
(31, 48, 50, 82, 51)
(30, 50, 50, 79, 54)
(28, 51, 49, 82, 53)
(27, 53, 49, 83, 47)
(25, 54, 50, 79, 49)
(24, 55, 50, 79, 47)
(25, 54, 50, 79, 13)
(30, 53, 50, 85, 61)
(31, 54, 50, 80, 48)
(33, 54, 50, 79, 48)
(34, 53, 50, 81, 50)
(36, 53, 49, 80, 50)
(38, 52, 50, 82, 51)
(40, 51, 49, 76, 54)
(43, 50, 49, 82, 51)
(45, 48, 49, 83, 49)
(48, 45, 49, 80, 46)
(51, 41, 49, 75, 50)
(52, 38, 49, 46, 68)
(53, 41, 50, 54, 85)
(51, 42, 51, 78, 81)
(52, 41, 51, 82, 80)
(53, 37, 51, 77, 74)
(55, 32, 51, 77, 81)
(54, 28, 52, 75, 77)
(55, 22, 53, 87, 86)
(52, 16, 49, 79, 84)
(53, 12, 50, 52, 72)
